,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Baden-Württemberg,Baden-Württemberg,LOC,0.00000000,0.00000000,de,1.80000000,,-1,,,,,,
Haiti,Haiti,LOC,-0.82352941,0.00000000,de,1.70000000,,-1,,,,,,
Karibik,Karibik,LOC,-1.17647059,0.00000000,de,1.70000000,,-1,,,,,,
Melissa,Melissa,LOC,-1.25000000,0.00000000,de,1.60000000,,-1,,,,,,
Jamaica,Jamaica,LOC,0.00000000,0.00000000,de,1.40000000,,-1,,,,,,
Land,Land,LOC,0.00000000,0.00000000,de,1.40000000,,-1,,,,,,
US-Präsident,US-Präsident,LOC,0.00000000,0.00000000,de,1.30000000,,-1,,,,,,
Böen,Böen,LOC,-1.16666667,0.00000000,de,1.20000000,,-1,,,,,,
Philippinen,Philippinen,LOC,-0.58333333,0.00000000,de,1.20000000,,-1,,,,,,
Sturmtief Joshua,Sturmtief Joshua,LOC,-1.27272727,0.00000000,de,1.10000000,,-1,,,,,,
Südschwarzwald,Südschwarzwald,LOC,-1.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Regen,Regen,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Unfälle,Unfälle,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Hes…,Hes…,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Republik,Republik,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Fischmarkt Wasser,Fischmarkt Wasser,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Berlin,Berlin,LOC,-0.23333333,0.00000000,de,1.00000000,,-1,,,,,,
Halunder Jet,Halunder Jet,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Einschränkun…,Einschränkun…,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
d…,d…,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Sturmtief Bäume,Sturmtief Bäume,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Katastrophengebiet,Katastrophengebiet,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Landfall,Landfall,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Überflutungen,Überflutungen,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Jahrhundertsturm,Jahrhundertsturm,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Elbe Sturmflut-Niveau,Elbe Sturmflut-Niveau,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Nordseeinseln,Nordseeinseln,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Elb-Pegel St. Pauli,Elb-Pegel St. Pauli,LOC,0.00000000,1.00000000,de,1.00000000,,-1,,,,,,
Meck…,Meck…,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Irland,Irland,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Deiche,Deiche,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Irawan,Irawan,LOC,-0.70000000,0.00000000,de,1.00000000,,-1,,,,,,
Nordmeer,Nordmeer,LOC,-0.70000000,0.00000000,de,1.00000000,,-1,,,,,,
meterhoch im Meer,meterhoch im Meer,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Bretagne,Bretagne,LOC,-0.70000000,0.00000000,de,1.00000000,,-1,,,,,,
D…,D…,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Sturmtief Detlef,Sturmtief Detlef,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Ärmelkanal,Ärmelkanal,LOC,-0.70000000,0.00000000,de,1.00000000,,-1,,,,,,
Dauereinsatz,Dauereinsatz,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
lno,lno,LOC,-0.33333333,0.00000000,de,1.00000000,,-1,,,,,,
St. Pauli-Fischmarkt,St. Pauli-Fischmarkt,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Harz,Harz,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Dänemark,Dänemark,LOC,-0.70000000,0.00000000,de,1.00000000,,-1,,,,,,
Gedser,Gedser,LOC,-0.70000000,0.00000000,de,1.00000000,,-1,,,,,,
Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,LOC,-0.70000000,0.00000000,de,1.00000000,,-1,,,,,,
Norddeutschlands,Norddeutschlands,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Sturmtief „Joshua“,Sturmtief „Joshua“,LOC,-0.70000000,0.00000000,de,1.00000000,,-1,,,,,,
Wilhelmshaven,Wilhelmshaven,LOC,-0.70000000,0.00000000,de,1.00000000,,-1,,,,,,
Schwarzwald,Schwarzwald,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
nordfriesischen Küste,nordfriesischen Küste,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Nebel,Nebel,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Landes,Landes,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Bayern,Bayern,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Dreierpack,Dreierpack,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Wilden Waldes,Wilden Waldes,LOC,-2.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Erliegen,Erliegen,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Sperrwerk,Sperrwerk,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Fähranleger Dagebüll,Fähranleger Dagebüll,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
“,“,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Verkehrsbehinderungen,Verkehrsbehinderungen,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
ru…,ru…,LOC,-0.70000000,0.00000000,de,1.00000000,,-1,,,,,,
Hamburger Elbe,Hamburger Elbe,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Rügens,Rügens,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Sturmflutwarnung,Sturmflutwarnung,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Sperrwerk Greifswald,Sperrwerk Greifswald,LOC,0.70000000,0.00000000,de,1.00000000,,-1,,,,,,
Baustelle,Baustelle,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Rügen,Rügen,LOC,-2.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Kieler Bucht,Kieler Bucht,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Warnemünde,Warnemünde,LOC,0.70000000,0.00000000,de,1.00000000,,-1,,,,,,
Unterwarnow,Unterwarnow,LOC,0.70000000,0.00000000,de,1.00000000,,-1,,,,,,
Sturmflut-Gefahr,Sturmflut-Gefahr,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
deutschen Küste,deutschen Küste,LOC,0.70000000,0.00000000,de,1.00000000,,-1,,,,,,
Langeneß,Langeneß,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Bernd,Bernd,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Land“,Land“,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Hochwassern,Hochwassern,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
ostfriesischen Inseln,ostfriesischen Inseln,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Nordseestränden,Nordseestränden,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Winter-Sturmflut,Winter-Sturmflut,LOC,-0.70000000,0.00000000,de,1.00000000,,-1,,,,,,
Freitagmorgen,Freitagmorgen,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Nordsee-Inseln,Nordsee-Inseln,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Husum,Husum,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Sturm-Alarm,Sturm-Alarm,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Ostsee-Sturmflut,Ostsee-Sturmflut,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Borkum,Borkum,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Nordsee-Küste,Nordsee-Küste,LOC,0.70000000,0.00000000,de,1.00000000,,-1,,,,,,
Wangerooge,Wangerooge,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Strandkörben,Strandkörben,LOC,-1.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Sätzen,Sätzen,LOC,-1.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Halligen,Halligen,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Dagebüll,Dagebüll,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Nordfriesland,Nordfriesland,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Nordsee-Fähren,Nordsee-Fähren,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Sturmflutsaison,Sturmflutsaison,LOC,2.10000000,0.00000000,de,1.00000000,,-1,,,,,,
Sandverluste,Sandverluste,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Orkanartige Böen,Orkanartige Böen,LOC,-0.70000000,0.00000000,de,1.00000000,,-1,,,,,,
Elbinsel,Elbinsel,LOC,-2.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Sturmflut-Moment,Sturmflut-Moment,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Frauke Brosius-Gersdorf,Frauke Brosius-Gersdorf,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Widerstand,Widerstand,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Union,Union,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Hamburg-Wilhelmsburg,Hamburg-Wilhelmsburg,LOC,-1.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Wohnungsbaupläne,Wohnungsbaupläne,LOC,-1.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Wilden Wald,Wilden Wald,LOC,-1.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Pakistan,Pakistan,LOC,0.00000000,1.00000000,de,1.00000000,,-1,,,,,,
Kerr County,Kerr County,LOC,-0.70000000,0.00000000,de,1.00000000,,-1,,,,,,
Indien,Indien,LOC,0.00000000,1.00000000,de,1.00000000,,-1,,,,,,
Himalaya-Raum,Himalaya-Raum,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Bundesamtes für Seeschifffahrt und Hydrographie,Bundesamtes für Seeschifffahrt und Hydrographie,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Sturmflut-Folgen,Sturmflut-Folgen,LOC,0.70000000,0.00000000,de,1.00000000,,-1,,,,,,
Westküste,Westküste,LOC,0.35000000,0.50000000,de,1.00000000,,-1,,,,,,
Insel La…,Insel La…,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Sturmböen durcheinandergewirbelt,Sturmböen durcheinandergewirbelt,LOC,0.70000000,0.00000000,de,1.00000000,,-1,,,,,,
Behördenang…,Behördenang…,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Hill Country,Hill Country,LOC,-0.35000000,0.50000000,de,1.00000000,,-1,,,,,,
Große Halligflut,Große Halligflut,LOC,0.70000000,0.00000000,de,1.00000000,,-1,,,,,,
Naturgefahren,Naturgefahren,LOC,-0.70000000,0.00000000,de,1.00000000,,-1,,,,,,
Monaten,Monaten,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Konsequenzen,Konsequenzen,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Schönhagen,Schönhagen,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Sturmflut-Überlebenden,Sturmflut-Überlebenden,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Bestehens,Bestehens,LOC,0.00000000,2.00000000,de,1.00000000,,-1,,,,,,
Naturgefahrenportal,Naturgefahrenportal,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Internetportal,Internetportal,LOC,0.70000000,0.00000000,de,1.00000000,,-1,,,,,,
Hooge,Hooge,LOC,-2.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Texas,Texas,LOC,-0.35000000,0.50000000,de,1.00000000,,-1,,,,,,
Biel,Biel,LOC,1.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Clermont,Clermont,LOC,1.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Lustenau,Lustenau,LOC,1.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Österreich,Österreich,LOC,-1.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Zürcher Goldküste,Zürcher Goldküste,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Texas Sturmflut,Texas Sturmflut,LOC,0.00000000,0.00000000,de,1.00000000,,-1,,,,,,
Sturzflut,Sturzflut,LOC,-0.35000000,0.50000000,de,1.00000000,,-1,,,,,,
Stundenkilometern,Stundenkilometern,LOC,-0.70000000,0.00000000,de,1.00000000,,-1,,,,,,
